"STATISTIC","Statistic Label","TLIST(M1)","Month","C02431V02938","Meteorological Weather Station","UNIT","VALUE"
"MTM02C2","Average Minimum Temperature","198608","1986M08","015","Shannon airport","Degrees C","9.8"
"MTM02C2","Average Minimum Temperature","198609","1986M09","001","Belmullet","Degrees C","7.7"
"MTM02C2","Average Minimum Temperature","198609","1986M09","002","Birr","Degrees C","6.6"
"MTM02C2","Average Minimum Temperature","198609","1986M09","003","Valentia Observatory","Degrees C","8.8"
"MTM02C2","Average Minimum Temperature","198609","1986M09","004","Casement","Degrees C","6.5"
"MTM02C2","Average Minimum Temperature","198609","1986M09","005","Claremorris","Degrees C","6.6"
"MTM02C2","Average Minimum Temperature","198609","1986M09","006","Clones","Degrees C","6.7"
"MTM02C2","Average Minimum Temperature","198609","1986M09","007","Cork airport","Degrees C","7.6"
"MTM02C2","Average Minimum Temperature","198609","1986M09","008","Dublin airport","Degrees C","7.9"
"MTM02C2","Average Minimum Temperature","198609","1986M09","009","Galway","Degrees C","8.3"
"MTM02C2","Average Minimum Temperature","198609","1986M09","010","Kilkenny","Degrees C","6.6"
"MTM02C2","Average Minimum Temperature","198609","1986M09","011","Malin head","Degrees C","9.7"
"MTM02C2","Average Minimum Temperature","198609","1986M09","012","Mullingar","Degrees C","6.8"
"MTM02C2","Average Minimum Temperature","198609","1986M09","013","Roches Point","Degrees C","8.8"
"MTM02C2","Average Minimum Temperature","198609","1986M09","014","Rosslare","Degrees C","9.7"
"MTM02C2","Average Minimum Temperature","198609","1986M09","015","Shannon airport","Degrees C","8.4"
"MTM02C2","Average Minimum Temperature","198610","1986M10","001","Belmullet","Degrees C","8.6"
"MTM02C2","Average Minimum Temperature","198610","1986M10","002","Birr","Degrees C","6.4"
"MTM02C2","Average Minimum Temperature","198610","1986M10","003","Valentia Observatory","Degrees C","9"
"MTM02C2","Average Minimum Temperature","198610","1986M10","004","Casement","Degrees C","6.3"
"MTM02C2","Average Minimum Temperature","198610","1986M10","005","Claremorris","Degrees C","6.4"
"MTM02C2","Average Minimum Temperature","198610","1986M10","006","Clones","Degrees C","6.5"
"MTM02C2","Average Minimum Temperature","198610","1986M10","007","Cork airport","Degrees C","7.3"
"MTM02C2","Average Minimum Temperature","198610","1986M10","008","Dublin airport","Degrees C","7.2"
"MTM02C2","Average Minimum Temperature","198610","1986M10","009","Galway","Degrees C","7.8"
"MTM02C2","Average Minimum Temperature","198610","1986M10","010","Kilkenny","Degrees C","5.3"
"MTM02C2","Average Minimum Temperature","198610","1986M10","011","Malin head","Degrees C","8.2"
"MTM02C2","Average Minimum Temperature","198610","1986M10","012","Mullingar","Degrees C","5.5"
"MTM02C2","Average Minimum Temperature","198610","1986M10","013","Roches Point","Degrees C","8.6"
"MTM02C2","Average Minimum Temperature","198610","1986M10","014","Rosslare","Degrees C","8.4"
"MTM02C2","Average Minimum Temperature","198610","1986M10","015","Shannon airport","Degrees C","8.3"
"MTM02C2","Average Minimum Temperature","198611","1986M11","001","Belmullet","Degrees C","5.1"
"MTM02C2","Average Minimum Temperature","198611","1986M11","002","Birr","Degrees C","3.7"
"MTM02C2","Average Minimum Temperature","198611","1986M11","003","Valentia Observatory","Degrees C","6.4"
"MTM02C2","Average Minimum Temperature","198611","1986M11","004","Casement","Degrees C","4.1"
"MTM02C2","Average Minimum Temperature","198611","1986M11","005","Claremorris","Degrees C","3.3"
"MTM02C2","Average Minimum Temperature","198611","1986M11","006","Clones","Degrees C","3.4"
"MTM02C2","Average Minimum Temperature","198611","1986M11","007","Cork airport","Degrees C","4.7"
"MTM02C2","Average Minimum Temperature","198611","1986M11","008","Dublin airport","Degrees C","4.5"
"MTM02C2","Average Minimum Temperature","198611","1986M11","009","Galway","Degrees C","4.8"
"MTM02C2","Average Minimum Temperature","198611","1986M11","010","Kilkenny","Degrees C","3"
"MTM02C2","Average Minimum Temperature","198611","1986M11","011","Malin head","Degrees C","5.5"
"MTM02C2","Average Minimum Temperature","198611","1986M11","012","Mullingar","Degrees C","2.8"
"MTM02C2","Average Minimum Temperature","198611","1986M11","013","Roches Point","Degrees C","6.1"
"MTM02C2","Average Minimum Temperature","198611","1986M11","014","Rosslare","Degrees C","5.8"
"MTM02C2","Average Minimum Temperature","198611","1986M11","015","Shannon airport","Degrees C","5.3"
"MTM02C2","Average Minimum Temperature","198612","1986M12","001","Belmullet","Degrees C","3.8"
"MTM02C2","Average Minimum Temperature","198612","1986M12","002","Birr","Degrees C","2.6"
"MTM02C2","Average Minimum Temperature","198612","1986M12","003","Valentia Observatory","Degrees C","5"
"MTM02C2","Average Minimum Temperature","198612","1986M12","004","Casement","Degrees C","2.7"
"MTM02C2","Average Minimum Temperature","198612","1986M12","005","Claremorris","Degrees C","2.4"
"MTM02C2","Average Minimum Temperature","198612","1986M12","006","Clones","Degrees C","2.2"
"MTM02C2","Average Minimum Temperature","198612","1986M12","007","Cork airport","Degrees C","2.8"
"MTM02C2","Average Minimum Temperature","198612","1986M12","008","Dublin airport","Degrees C","2.9"
"MTM02C2","Average Minimum Temperature","198612","1986M12","009","Galway","Degrees C","3.6"
"MTM02C2","Average Minimum Temperature","198612","1986M12","010","Kilkenny","Degrees C","1.6"
"MTM02C2","Average Minimum Temperature","198612","1986M12","011","Malin head","Degrees C","4"
"MTM02C2","Average Minimum Temperature","198612","1986M12","012","Mullingar","Degrees C","1.9"
"MTM02C2","Average Minimum Temperature","198612","1986M12","013","Roches Point","Degrees C","4.5"
"MTM02C2","Average Minimum Temperature","198612","1986M12","014","Rosslare","Degrees C","3.9"
"MTM02C2","Average Minimum Temperature","198612","1986M12","015","Shannon airport","Degrees C","3.8"
"MTM02C2","Average Minimum Temperature","198701","1987M01","001","Belmullet","Degrees C","1.2"
"MTM02C2","Average Minimum Temperature","198701","1987M01","002","Birr","Degrees C","1.2"
"MTM02C2","Average Minimum Temperature","198701","1987M01","003","Valentia Observatory","Degrees C","3.6"
"MTM02C2","Average Minimum Temperature","198701","1987M01","004","Casement","Degrees C","0.7"
"MTM02C2","Average Minimum Temperature","198701","1987M01","005","Claremorris","Degrees C","0.6"
"MTM02C2","Average Minimum Temperature","198701","1987M01","006","Clones","Degrees C","0.7"
"MTM02C2","Average Minimum Temperature","198701","1987M01","007","Cork airport","Degrees C","2.2"
"MTM02C2","Average Minimum Temperature","198701","1987M01","008","Dublin airport","Degrees C","1.7"
"MTM02C2","Average Minimum Temperature","198701","1987M01","009","Galway","Degrees C","1.9"
"MTM02C2","Average Minimum Temperature","198701","1987M01","010","Kilkenny","Degrees C","1.2"
"MTM02C2","Average Minimum Temperature","198701","1987M01","011","Malin head","Degrees C","2.2"
"MTM02C2","Average Minimum Temperature","198701","1987M01","012","Mullingar","Degrees C","0.6"
"MTM02C2","Average Minimum Temperature","198701","1987M01","013","Roches Point","Degrees C","3.4"
"MTM02C2","Average Minimum Temperature","198701","1987M01","014","Rosslare","Degrees C","3.5"
"MTM02C2","Average Minimum Temperature","198701","1987M01","015","Shannon airport","Degrees C","2.5"
"MTM02C2","Average Minimum Temperature","198702","1987M02","001","Belmullet","Degrees C","2"
"MTM02C2","Average Minimum Temperature","198702","1987M02","002","Birr","Degrees C","1"
"MTM02C2","Average Minimum Temperature","198702","1987M02","003","Valentia Observatory","Degrees C","3.6"
"MTM02C2","Average Minimum Temperature","198702","1987M02","004","Casement","Degrees C","0.5"
"MTM02C2","Average Minimum Temperature","198702","1987M02","005","Claremorris","Degrees C","0.8"
"MTM02C2","Average Minimum Temperature","198702","1987M02","006","Clones","Degrees C","0.8"
"MTM02C2","Average Minimum Temperature","198702","1987M02","007","Cork airport","Degrees C","2.5"
"MTM02C2","Average Minimum Temperature","198702","1987M02","008","Dublin airport","Degrees C","1.8"
"MTM02C2","Average Minimum Temperature","198702","1987M02","009","Galway","Degrees C","2"
"MTM02C2","Average Minimum Temperature","198702","1987M02","010","Kilkenny","Degrees C","1.5"
"MTM02C2","Average Minimum Temperature","198702","1987M02","011","Malin head","Degrees C","3.2"
"MTM02C2","Average Minimum Temperature","198702","1987M02","012","Mullingar","Degrees C","0.3"
"MTM02C2","Average Minimum Temperature","198702","1987M02","013","Roches Point","Degrees C","3.9"
"MTM02C2","Average Minimum Temperature","198702","1987M02","014","Rosslare","Degrees C","3.8"
"MTM02C2","Average Minimum Temperature","198702","1987M02","015","Shannon airport","Degrees C","2.5"
"MTM02C2","Average Minimum Temperature","198703","1987M03","001","Belmullet","Degrees C","2.5"
"MTM02C2","Average Minimum Temperature","198703","1987M03","002","Birr","Degrees C","1.8"
"MTM02C2","Average Minimum Temperature","198703","1987M03","003","Valentia Observatory","Degrees C","4.4"
"MTM02C2","Average Minimum Temperature","198703","1987M03","004","Casement","Degrees C","1.6"
"MTM02C2","Average Minimum Temperature","198703","1987M03","005","Claremorris","Degrees C","1.3"
"MTM02C2","Average Minimum Temperature","198703","1987M03","006","Clones","Degrees C","1.4"
"MTM02C2","Average Minimum Temperature","198703","1987M03","007","Cork airport","Degrees C","2.6"
"MTM02C2","Average Minimum Temperature","198703","1987M03","008","Dublin airport","Degrees C","2.2"
"MTM02C2","Average Minimum Temperature","198703","1987M03","009","Galway","Degrees C","2.7"
"MTM02C2","Average Minimum Temperature","198703","1987M03","010","Kilkenny","Degrees C","1.7"
"MTM02C2","Average Minimum Temperature","198703","1987M03","011","Malin head","Degrees C","2.9"
"MTM02C2","Average Minimum Temperature","198703","1987M03","012","Mullingar","Degrees C","1.3"
"MTM02C2","Average Minimum Temperature","198703","1987M03","013","Roches Point","Degrees C","3.9"
"MTM02C2","Average Minimum Temperature","198703","1987M03","014","Rosslare","Degrees C","3.7"
"MTM02C2","Average Minimum Temperature","198703","1987M03","015","Shannon airport","Degrees C","3.3"
"MTM02C2","Average Minimum Temperature","198704","1987M04","001","Belmullet","Degrees C","6.2"
"MTM02C2","Average Minimum Temperature","198704","1987M04","002","Birr","Degrees C","5.8"
"MTM02C2","Average Minimum Temperature","198704","1987M04","003","Valentia Observatory","Degrees C","7.3"
"MTM02C2","Average Minimum Temperature","198704","1987M04","004","Casement","Degrees C","5.3"
"MTM02C2","Average Minimum Temperature","198704","1987M04","005","Claremorris","Degrees C","5.3"
"MTM02C2","Average Minimum Temperature","198704","1987M04","006","Clones","Degrees C","5.5"
"MTM02C2","Average Minimum Temperature","198704","1987M04","007","Cork airport","Degrees C","6.1"
"MTM02C2","Average Minimum Temperature","198704","1987M04","008","Dublin airport","Degrees C","6"
"MTM02C2","Average Minimum Temperature","198704","1987M04","009","Galway","Degrees C","6.4"
"MTM02C2","Average Minimum Temperature","198704","1987M04","010","Kilkenny","Degrees C","5.5"
"MTM02C2","Average Minimum Temperature","198704","1987M04","011","Malin head","Degrees C","6.2"
"MTM02C2","Average Minimum Temperature","198704","1987M04","012","Mullingar","Degrees C","5.3"
"MTM02C2","Average Minimum Temperature","198704","1987M04","013","Roches Point","Degrees C","7.2"
"MTM02C2","Average Minimum Temperature","198704","1987M04","014","Rosslare","Degrees C","6.8"
"MTM02C2","Average Minimum Temperature","198704","1987M04","015","Shannon airport","Degrees C","7"
"MTM02C2","Average Minimum Temperature","198705","1987M05","001","Belmullet","Degrees C","7.4"
"MTM02C2","Average Minimum Temperature","198705","1987M05","002","Birr","Degrees C","5.7"
"MTM02C2","Average Minimum Temperature","198705","1987M05","003","Valentia Observatory","Degrees C","7.5"
"MTM02C2","Average Minimum Temperature","198705","1987M05","004","Casement","Degrees C","5.5"
"MTM02C2","Average Minimum Temperature","198705","1987M05","005","Claremorris","Degrees C","5.8"
"MTM02C2","Average Minimum Temperature","198705","1987M05","006","Clones","Degrees C","6.1"
"MTM02C2","Average Minimum Temperature","198705","1987M05","007","Cork airport","Degrees C","5.9"
"MTM02C2","Average Minimum Temperature","198705","1987M05","008","Dublin airport","Degrees C","6.5"
"MTM02C2","Average Minimum Temperature","198705","1987M05","009","Galway","Degrees C","7.2"
"MTM02C2","Average Minimum Temperature","198705","1987M05","010","Kilkenny","Degrees C","6.1"
"MTM02C2","Average Minimum Temperature","198705","1987M05","011","Malin head","Degrees C","7.3"
"MTM02C2","Average Minimum Temperature","198705","1987M05","012","Mullingar","Degrees C","6"
"MTM02C2","Average Minimum Temperature","198705","1987M05","013","Roches Point","Degrees C","7.3"
"MTM02C2","Average Minimum Temperature","198705","1987M05","014","Rosslare","Degrees C","7.5"
"MTM02C2","Average Minimum Temperature","198705","1987M05","015","Shannon airport","Degrees C","7.3"
"MTM02C2","Average Minimum Temperature","198706","1987M06","001","Belmullet","Degrees C","9.1"
"MTM02C2","Average Minimum Temperature","198706","1987M06","002","Birr","Degrees C","9"
"MTM02C2","Average Minimum Temperature","198706","1987M06","003","Valentia Observatory","Degrees C","10.5"
"MTM02C2","Average Minimum Temperature","198706","1987M06","004","Casement","Degrees C","8.6"
"MTM02C2","Average Minimum Temperature","198706","1987M06","005","Claremorris","Degrees C","8.2"
"MTM02C2","Average Minimum Temperature","198706","1987M06","006","Clones","Degrees C","8.4"
"MTM02C2","Average Minimum Temperature","198706","1987M06","007","Cork airport","Degrees C","9.1"
"MTM02C2","Average Minimum Temperature","198706","1987M06","008","Dublin airport","Degrees C","9"
"MTM02C2","Average Minimum Temperature","198706","1987M06","009","Galway","Degrees C","9.7"
"MTM02C2","Average Minimum Temperature","198706","1987M06","010","Kilkenny","Degrees C","8.9"
"MTM02C2","Average Minimum Temperature","198706","1987M06","011","Malin head","Degrees C","9"
"MTM02C2","Average Minimum Temperature","198706","1987M06","012","Mullingar","Degrees C","8.7"
"MTM02C2","Average Minimum Temperature","198706","1987M06","013","Roches Point","Degrees C","10"
"MTM02C2","Average Minimum Temperature","198706","1987M06","014","Rosslare","Degrees C","10.1"
"MTM02C2","Average Minimum Temperature","198706","1987M06","015","Shannon airport","Degrees C","10.1"
"MTM02C2","Average Minimum Temperature","198707","1987M07","001","Belmullet","Degrees C","12.2"
"MTM02C2","Average Minimum Temperature","198707","1987M07","002","Birr","Degrees C","11.4"
"MTM02C2","Average Minimum Temperature","198707","1987M07","003","Valentia Observatory","Degrees C","12.5"
"MTM02C2","Average Minimum Temperature","198707","1987M07","004","Casement","Degrees C","11"
"MTM02C2","Average Minimum Temperature","198707","1987M07","005","Claremorris","Degrees C","11.4"
"MTM02C2","Average Minimum Temperature","198707","1987M07","006","Clones","Degrees C","11.6"
"MTM02C2","Average Minimum Temperature","198707","1987M07","007","Cork airport","Degrees C","11.7"
"MTM02C2","Average Minimum Temperature","198707","1987M07","008","Dublin airport","Degrees C","12"
"MTM02C2","Average Minimum Temperature","198707","1987M07","009","Galway","Degrees C","12.6"
